Comments,Sentiment
"8,9 juta ! frame plastik  ufs 3.1",negatif
hah kocak,negatif
sekarang exynos 2400 sir s24fe,negatif
"barang ga laku, dan pertanggung jawaban nya. nyalahin reviewer. kocak si",negatif
yakin nih oppo ga mau take down ini video?,negatif
jangan ikut-ikutan carl pei oi,negatif
pakai produk apple ya guys wkwkwk,negatif
bro lu kalau ga dengerin freedback customer mati aja product yang lo bangun.. mau competitive ya inovatif dan bikin gebrakan bukan bikin sanggahan,negatif
maenya norak ah.  kalo gak demen sama si david ya jangan ngadu sama reviewer lain.,negatif
menit dan detik berapa ad logo buah nya ?,negatif
"<a href=""",negatif
gw sih malu...,negatif
ai mah tinggal update software selesai. tapi masalah hardware kaya chipset dan kamera gak bakal bisa ganti klo gak ganti hp bung,negatif
blunder,negatif
"*nggak review soc hape, tapi ikutan duduk manis nyimak aja",negatif
oc aja bang hapenya,negatif
"gas ganti kernel bg, terus di oc mediatek-nya ",negatif
"liatin brand badut klarifikasi ya bang, wkwk",negatif
waduh,negatif
wih ada master overclocking nih,negatif
"mau ikutan nothing carl pei? .  serius oppo? ayolah oppo. produknya build qualitynya bagus kok. tp ini sih, sebuah marketing  gagal. ",negatif
"kepada staff karyawan oppo yang diomelin tiap hari karena marketshare turun jeblok, semangat  kepada direksi: mikir!",negatif
gaje cmo nya malah bikin kerja sales di lapangan sia&quot; dgn bikin konten ginian,negatif
wkwkwk setuju,negatif
"real , realita",negatif
"mereka aman, sebab salesnya  kerja, konsumen umum terutama ibu-ibu/bapak-bapak gaptek kaga nonton video kyk gini.",negatif
minimal rilis hape setahun sekali dulu baru ngomongin performa,negatif
"emang kocak dah, kalo lu tahu produk lu bobrok ya berbenah lah. bukan nya ngebadut sambil denial kek gini kocak   sampai kapan lu jualan gimmick doang di sektor mid-range ",negatif
waktunya mengocok telur *kocak kocak kocak kocak,negatif
laptop lu kok pake apple..dih,negatif
"mampir ke sini gegara twitter   kalo lawan nya bang david blunder nti bang dah la  pertama bahas performa, kedua malah milih alasannya efisiensi kan aga kontradiktif yaa ",negatif
"blunder oppo! respons pecundang, dikira user sama tech enthusiast ga ngerti apa yaa? ",negatif
intinya yang beli oppo itu kena tipu sales,negatif
"saran saya , oppo lebih baik berbenah secepatnya, nanti menyesal seperti nokia.",negatif
cmo ga mau di kritik maunya menghujat brand lain,negatif
geraaahhh kawaaaannn,negatif
dih konyol,negatif
"<a href="" loh eh ",negatif
yang dikritik oppo  disenggol brand lain  hp china kocak abiez,negatif
jadi apple number 1,negatif
wkwwk bocor bocorrr,negatif
run editor runnn!!,negatif
prnya pecatin semua wkwk,negatif
wkwkwkwk kocak,negatif
wkwkwkwwkwkwkwkwkwk kocakkkkkkkkk,negatif
"untung lu gak produksi monitor,klo lu punya monitor terus bang gtid ikut² auto diroasting sekalian lu wkwkwk",negatif
auto digoblok2in ama koko kutang,negatif
"blunder of the week kah ini? kalau defensif gini nggak usah jualan sekalian lah. serasa anti kritik dan malahmerendahkan produk lain dengan komparasi yang nggak jelas juga, ",negatif
emang mister ngasih target sales oppo reno 12 berapa sih? jauh dari  anda harapkan ya? terus anda berusaha membantu rekan sales anda dengan video ini? wohoho.. anda malah membuat tugas mereka semakin berat. oiya selamat siap2 para reviewer bahas ini. tapi... baiknya ga usah dibahas sih. keenakan anda nyari eksposure kan? mau dibahas kan?,negatif
bodohnya anda adalah mencoba melawan david. you&#39;re going downhill from here dude. saran sih: bikin konten sujud minta maaf ke david wkwkwk,negatif
"argumen pertama &quot;fokus performa&quot;, tapi supporting argumennya malah pake gorilla victus 2, ok..  terus next bahas chipset, loh kok sekarang jadi bahas keseimbangan daya dan performa, di argumen pertama bilang fokus ke performa.  kenapa jadi jilat ludah sendiri wkwk",negatif
belum ganti hari udah jilat ludah sendiri wkwkwk,negatif
"bangga2in ai, eh ternyata ai nya juga belum sempurna",negatif
banyak kekurangannya.,negatif
jilat money,negatif
jangan diarsip/dihapus ya videonya wkwk,negatif
tunggu hitung mundur bang,negatif
"dikasih harga 5jt aja ndak bakal beli, apalagi ini 9jt pake chipset 2 tahun lalu wkwkwkwk, kamera biasa aja, belum ada heptic feedback lagi, sampah emang...",negatif
awal kehancuran wkwkw sehat2 dah,negatif
"malah makin yakin buat nggak pake oppo setelah lihat ini, ini blunder sih anda ",negatif
pacul of the week,negatif
minggu depan bahas bang,negatif
bahan menarik sih ini,negatif
cangkul yang dalam bang,negatif
serunii,negatif
"di india ada bhash, di indonesia ada orang ini, how poor oppo ",negatif
denial.. wkwkwk,negatif
akowkwoa blunder gini,negatif
ngapaaiin anjir wkwkwk,negatif
brand lain di kritik tu membenahi dan meningkatkan..  oppo gak mau di kritik dan cmo.nya kek sombong anti kritik..,negatif
biasalah lahh oppo namanya,negatif
"anti kritik, gimana mau maju wkwkwk",negatif
namanya juga bebek grup,negatif
"di harga segitu, mulai dari performa, kamera, body, ampas semua  9jt dapet ultrawide 8mp, mana jomplang bgt hasilnya daripada kamera utama, kamera depan 4k gempa. performa ampas, mlbb gk sampe 90fps, genshin lowest 60fps. merk sebelah di harga segitu udh ngasi jauhh lebih baik di segala sektor",negatif
awokwowkowk the real hp badut,negatif
jangan lupa ada bloatware pinjol. eh beneran ada gak yaa? haha,negatif
reno 12 biasa sm pro ga ada bedanya,negatif
hp android lain berlomba2 buat jdi all rounder menjadi  terbaik dlm segala aspek. oppo malah kek all rounder tapi berusaha jadi  ter-mid dari segala aspek,negatif
meanwhile somay 14 t pro di harga  sama :  - chipset flagship dimensity 9300+ - body metal + kaca  - kamera co- engineered leica - video 4k 60/30 selfie 4k 30 full mulus anti gempa  - fitur ai lebih komplit - layar 1.5k 144 hz - update software lebih panjang (4 + 5thn)  - mesin getar pake x linear motor kyk flagship nya - ram + storage lpddr5x + ufs 4.0  - garansi 2 tahun - charger baterai ngebut 120 watt + wireless 50 watt - ip 68 no cemas cemplang cemplung club   gw heran  mau di unggulkan dari hp ini apa coba lawan somay.... kok mau mau nya bodohin konsumen lewat hp spek badut ini,negatif
"kritik pertama di bilang fokus di perfomansi, di kritik kedua bilang perfomansi juga kalah, malah bandingin sama chipset hp 3 tahun lalu buat nyari pembenaran, kritik ketiga baru ngaku speknya bapuk dan lbh menekankan ke design, mau bandingin ai? hal itu bisa diadu lah sama brand lain, selain itu juga ai lu masih blm sempurna. hanya sekedar saran untuk cmo oppo indonesia, just prepare search for a new job, u gonna need it soon",negatif
"bener, bau2nya bakal ada  dipecat nih wkwkkw",negatif
inkonsisten adalah jalan ninjaku,negatif
mungkin cmo nya lagi mau bayar tagihan pinjol di hp oppo  dia pake. jadi buat konten kontroversi seperti ini agar adsense mengalir bagaikan ombak tsunami  menggulung tagihan pinjol panjang cmo di hp oppo nya.,negatif
seriusan ada bloatware pinjol ? ngakak si kalo ada ​@@akunbucin-vo9bz,negatif
bang hp 3 tahun lalu yang dibandingkan apa ya?,negatif
"prnya iki sopo, lah kok ngene",negatif
"to bad bro, to bad..",negatif
"kesimpulan nya, pakai produk apple seperti yang di video ini wkwk",negatif
yups bener,negatif
betul harusnya mereka pake produk mereka sendiri. ini malah pake produk apple berarti malah mereka belom pede sama produknya sendiri,negatif
biasa blunder wkwkwk,negatif
di pasar pun salesnya juga pada banyak pake apple daripada oppo nya,negatif
"ia harusnya pakai brand laptop  tidak memproduksi smartphone seperti msi,dell,acer dan hp",negatif
bund1r,negatif
...,negatif
fokus performa tapi pake dimensity 7300 di harga 9jtan,negatif
pembelaan selanjutnya &quot;untuk efisiensi dan daya&quot;  klo gitu percuma ngomong fokus performa,negatif
"next scene bilang affrodable wkwkwk, betah banget oppo ngebadut",negatif
​@@muhammadridwan102pakein snap 7 gen 3 batre badag udh awet mampus tu  tpi harga 15jt ya,negatif
​@@2jarian876iqoo z9 = halo gaes,negatif
"eh eh, blunder gini wokwokwokokw",negatif
"saya ga pernah mau pake oppo, karena menurut saya emang ga bagus barangnya.  tapi arogan bgt nih cmo bikin konten begini, perusahaan juga bukannya introspeksi, tapi malah &quot;ngotot melawan&quot; konsumen hahaha",negatif
"lihat aja, ntar juga blunder sendiri wkwkwk",negatif
gblk emang,negatif
"<a href="" &quot;performa tinggi&quot; <a href="" &quot;mediatek dimensity 7300&quot; <a href="" &quot;it&#39;s not specify for only gaming&quot; <a href="" &quot;we&#39;re trying to improve on how to balance between specs and affordability&quot; <a href="" &quot;so we&#39;re a clear winner&quot; <a href="" &quot;flagship grade&quot; silahkan menilai sendiri",negatif
gk konsisten wkwkwk  isinya videonya full blunder,negatif
"konsisten banget mr owen. walaupun sebenernya boleh kami bilang, kacau",negatif
badut hari ini,negatif
"<a href="" : logo apple bocor lupa edit ",negatif
kocak wkwkwk,negatif
di bantai sebelah well,negatif
"sekelas flagship ada fitur  belum matang, cmo bukannya terima kekurangan malah nyenggol brand sebelah wkwkkw.  semakin yakin buat skip nih brand.",negatif
biasa lah brand badut ga mau brand sendiri di kritik jadi nyari pembelaan,negatif
"8 oktober 2024, 08:45pm wita
 ada 22 yang like videonya, untuk 22 pegawai yang disuruh like &amp; share video ini di silahkan lakukan presensi di komentar ini
 
 1. pa pak maikel owen  2.
 3.
 dstnya",negatif
sensor merk nya ganggu kuping,negatif
bahahahahhahahaha,negatif
karena video ini jadi makin yakin beli macbook nya,negatif
dibandingkan dengan infinix gt 20 aja masih kalah,negatif
"blud think this is a good response, kocak. cmo but feels like a buzzer",negatif
"duh kelar sih kalo gini wkwk, blunderrr",negatif
"kok sepi yak, udah 5 jam belum ada keributan",negatif
iya loh belum meledak,negatif
galaxy s23 fe is much better than this,negatif
somebody is getting fired,negatif
ini yakin batu 900 view?,negatif
gorengan baru hahahaha,negatif
gue jualan es laris kayaknya disini,negatif
"mantap, gunakanlah produk apple seperti di video ini ",negatif
tidak bangga dengan produk sendiri   apple : lumayan iklan gratis,negatif
"kasian banget anak kontennya, pasti kena grgr emosional cmo nya ",negatif
"ini beneran oppo indonesia  posting, kocak abissss.",negatif
"damn, it&#39;s a su1c1de. this damage almost unrecoverable.",negatif
tunggu waktu hapus video,negatif
siap2 admin oppo di tiap medsos sibuk kerja,negatif
siap2 amankan doksli ini,negatif
hahaha bener2. .blm selesai nonton ttp udah kerasa banget si oppo cuma ngeles doang. habis dibantai david.,negatif
malah jatuhin saham sendiri,negatif
kocagg,negatif
bukannya berbenah diri malah nyenggol brand sebelah.produl lawak,negatif
"sebuah video yang sangat mantan, bermanfaat, dan sedikit terhibur dengan jawabannya, ya walaupun jawabannya tidak konsisten oakwokawokwaok",negatif
awikwok banget,negatif
kocak ini oppo,negatif
saya pribadi pakai oppo reno 10 5g buat main game/scroll sosmed kadang framerate drop cuma dapat 15-an fps (ntah cuma punya saya saja atau ada yang ngalamin) oh ya untuk hasil foto dibuat agak natural warnanya (warna nyatanya biru cerah tapi hasil digaleri jadi biru lebih ke abu abu),negatif
saya suka kributan ini,negatif
delete this,negatif
ini aktor ya?,negatif
gwe liat d fb ampe gwe cek langsung sndiri ternyata bener,negatif
gw tau ini pas liat postingan di grup hti langaung nyari dan ternyata bener,negatif
big l oppo,negatif
di range hariga 8juta sebaiknya bisa stay menggunaakn dimensity 8200 yang menjadi chipset oppo reno 11 pro tidak perlu memaksakan dimensity 7300 sebagai solusi supaya up to date.,negatif
sekalian exynos 2200 aja,negatif
"wkwkwk, maksain banget, padahal  beli lebih tau dari  buat apalagi kalau lihat processornya",negatif
"if you’re the cmo of a brand &amp; your idea is that this type of content would give you the props/good publicity, then you’re out of touch and just here to score social media points.   why the need to defend?   if you really “listen” to feedback, you’ll do exactly that. listen.",negatif
totally agree,negatif
they think they&#39;re carl pei,negatif
"nah ini dia komen yang cenderung ke bisnisnya (bukan spek). karena beliau ini cmo, maka tindakan beliau ini justru tidak memihak pada marketing brand oppo.  disuruh belajar lagi kali nh direktur",negatif
yeah agree,negatif
ngok dong*<b>*</b>  nambah lagi 1 badut selain si oren belom ajj kena goreng koh kutang,negatif
hohohohooo gak sampai 1k view&#39;nya  oops sorry,negatif
gorengan rek,negatif
sampah,negatif
logo apple koq ilang?,negatif
bener juga,negatif
"<a href="" noh ada ",negatif
​@@bintangmuhlah iya,negatif
"percuma lu sensor logo apple di macbook lu bang.. noh bocor <a href="" ",negatif
wkwk iya,negatif
wkkwkwkwkw eh bocor,negatif
kejar tayang ini editornya pasti,negatif
wanjir bner,negatif
editor keringet dingin wkwkwkwk,negatif
fix bakal product gagal nih,negatif
minimal laptopnya merk oppo atau ditutup dulu deh logo apple kroaknya bg,negatif
gila sekelas oppo loh.. udah bukan brand kecil.. bikin konten kayak gini.. childish amat,negatif
bakal blunder ini mah..,negatif
itel aja  ngasih harga gk ngotak (bagus) diharganya bisa meskipun nama baru di indonesia.. lah ini udh tua masih betingkah,negatif
segitu bahayanya david gadgetin di mata oppo,negatif
"auto tercoreng ini mah, merk oppo.",negatif
"asli, pabriknya guede banget padahal. deket banget sama rumah kakak saya, baru aja kemaren lewat depan pabriknya.",negatif
ini toh badud nya,negatif
gw kira bakal open war,negatif
gorengan rek,negatif
gue yakin bnyak org  dislike video ini,negatif
hari hari blunder,negatif
"malah defensif, inilah definisi menggali kuburan sendiri.",negatif
l company,negatif
logo laptopnya tiba tiba ilang,negatif
"my though is l reaction from cmo, just go with apology statement instead of shitty content like this",negatif
"never buy product from oppo again, this is shit. better use apple like ur laptop l marketing l cmo",negatif
green apple,negatif
even their cmo use macbook,negatif
logo apple di laptopnya kena sensor kah itu suhu?,negatif
"​@@muslimcilincing4937iya,, coba ss aja turus edit contrast dll pasti kelihatan tengahnya ada lingkaran segede logo apple",negatif
"sempet ada logonya di menit <a href="" ntah di upload ulang kyknya",negatif
auto dislike,negatif
harga segitu ya minimal pake 8300/7+ gen 3 lah,negatif
"opini lu sampah, dikritik kok ngelak dasar perusahaan kampung",negatif
"ini ceritanya pengen kaya nothing, tapi ga kesampean cenderung nanggung gitu ya?",negatif
"nothing mah ngaku produk nya blum sesempurna itu, tapi dia juga ngasih kelebihan yang nothing punya, nyebut merk² lain juga gak di sensor",negatif
"nothing ngasih komparasi tanpa menjatuhkan produk lain  kalo ini malah childish menurut ane, sama sekali gak profesional utk sekelas cmo.  kalo mau ngejelekin setidaknya ga di depan umum lah, argumentasi nya juga ga ada  masuk akal.",negatif
"waktu kritik pertama haptic alesanya lebih fokus pada performa tinggi, tp di kritik ke 2 sudah di patahkan karena performa masih kurang di banding brand lain. dan alesanya karena ingin lebih seimbang,. alasanya sangat inconsistent, jatohnya ini mau  kemana arahnya ga jelas",negatif
"@@iqbalnurfikri5636 0 honesty, 100% bullshit lmao oppo, siapa sih  masih beli hp oppo",negatif
nahh      gw jg bertanya² di situ,negatif
pas dibales fakta malah ngeles,negatif
biass hp kebanyakan gimick,negatif
hahahaha,negatif
"betul, itu hak perusahaan anda bikin jawaban atas kritik. tp plis, inimah bakal backfire ",negatif
"saya pribadi, tidak suka dan tidak pernah pakai produk oppo. karena, spek yang di dapat, tidak sebanding dengan harganya, dibandingkan produk lain.",negatif
gua 1000% agree dengan ini pernah sekali pake f6 abis itu kapok.. harga ga sepadan dengan spek yang didapet dan harga jual juga jeblok.. dadah oppo,negatif
"nah iya, dari zaman liat review di kaskus bikin ini hp ga pernah masuk list",negatif
sebetulnya ya... produknya banyak yang bagus. coloros nya juga bagus. cuma ngga sesuai aja dengan harganya. solusinya tinggal tunggu harga turun sambil berburu diskon di toko online. cepet kok turunnya. gw pernah beli reno 5 selisih 1.3jt sama harga resminya. teman gw bulan lalu beli a3x dapat diskon nyaris 300rb dari harga resmi.,negatif
"@@oppakorea-n6h kalau dibandingkan dengan produk lain, gak worth it spek dan harganya. walaupun harga udah turun, lebih baik pilih brand lain.",negatif
"@@maswido1519 yupz lebih baik pilih brand lain. dengan harga  sama, dpt spek dan kualitas  lebih baik.",negatif
respon macam apa ini wkakaka,negatif
 kesini gara&quot; bang david&gt;&gt;&gt;,negatif
yok rame&quot; tag @samsungindonesia,negatif
kesini gara-gara lambehardware pc,negatif
siap2 blunder,negatif
"di reno12 series, kita bisa rasain futur ai yang lengkap di harga terjangaku ",negatif
"<a href="" &quot;dan kami sadar, kalau fitur ai kami belum sempurna&quot; ",negatif
infinix 2 jutaan:,negatif
"ninggalin jejak sama gelar tikar dulu, saya suka keributan ini haha ",negatif
khaanggg videomu bariki rame,negatif
seriusan cmo oppo indo responnya gini? itu juga masi pake ipad?,negatif
bukannya mekbuk?,negatif
"macbook, bukan ipad",negatif
@@ariswahyu3423 bukannya itu oppo tab ya ? gak mungkin dong oppo tab gak bisa jadi media baca &amp; nonton youtube..,negatif
"​@@teguhsentosa49 liat aja <a href="" macbook itu",negatif
@@teguhsentosa49macbook jelas,negatif
"mampir dulu ahhhhh, siapa tau rame nantiiiii",negatif
bandinginnya jangan sama processor 2 tahun yang lalu dong sir,negatif
mau pembodohan publik itu mah.... padahal exynos 2200 juga lebih kenceng dari dimensity 7300 energy drink,negatif
